ingredient	name	page	notes
Sherry (Amontillado)	Park Life Swizzle	251	Lustau Amontillado Sherry
Sherry (Amontillado)	Orkney Chapel	268	Lustau Amontillado Sherry
Sherry (Cream)	Imaginary Grace	192	Morenita Cream Sherry
Sherry (Cream)	Snake Hips Swizzle	251	Morenita Cream Sherry
Sherry (Cream)	St. James Infirmary	269	Morenita Cream Sherry
Sherry (Manzanilla)	Nitty-Gritty	192	La Cigarrera Manzanilla Sherry
Sherry (Manzanilla)	Porfirian Punch	239	La Gitana Manzanilla Sherry
Sherry (Oloroso)	B.A.F.	204	Lustau Oloroso Sherry
Sherry (Pale Cream)	Imperial March	163	Alvear Festival Pale Cream Sherry
Sherry (Pale Cream)	Eagle-Eye Cherry	176	Alvear Festival Pale Cream Sherry
Sherry (Pale Cream)	Green And Red	192	Alvear Festival Pale Cream Sherry
Sherry (Pale Cream)	Bella Cohen	204	Alvear Festival Pale Cream Sherry
Sherry (Pale Cream)	Castle Of Córdoba	216	Alvear Festival Pale Cream Sherry
Sherry (Pale Cream)	Les Verts Monts	217	Alvear Festival Pale Cream Sherry
Shrub	Mexican Firing Squad	145	Bittermens Hellfire Habanero Shrub
Shrub	Te Amo	195	Bittermens Hellfire Habanero Shrub
Shrub	Jarnac Shrub	216	Toby’s Sour Cherry Shrub
Soda (Grapefruit)	Paloma	148	San Pellegrino Pompelmo Grapefruit Soda
Spice (Cardamom Pods)	Kerala	172	Cardamom Pods
Spice (Cardamom Pods)	Meridian Daiquiri	263	Cardamom Pods
Spice (Cinnamon)	Passing Aden	179	Cinnamon Stick
Spice (Nutmeg)	Koko B. Ware	173	Freshly Ground Nutmeg
Strawberry Liqueur	Good Humor	157	Merlet Crème De Fraise Des Bois Strawberry Liqueur
Strega	European Union	162	Strega
Strega	Le Bateleur	165	Strega
Strega	Tea In The Sahara	208	Strega
Strega	Tiki-Tiki Tom-Tom	273	Strega
Sugar	Razzle-Dazzle Punch	241	Superfine Sugar
Sugar Cube	Caipirinha	141	White Sugar Cube
Sugar Cube	Queen’s Park Swizzle	150	White Sugar Cube
Sugar Cube	Aka Cobbler	181	White Sugar Cube
Sugar Cube	Ty Cobbler	189	White Sugar Cube
Sugar Cube	Arrack Punch	232	Demerara Sugar Cubes
Sugar Cube	Billingsley Punch	232	White Sugar Cubes
Sugar Cube	Drunken Punch	234	Demerara Sugar Cubes
Sugar Cube	East River Underground	234	White Sugar Cubes
Sugar Cube	Hoist The Colours Punch	236	White Sugar Cubes
Sugar Cube	Jersey Lightning	236	White Sugar Cubes
Sugar Cube	Kill-Devil Punch	236	White Sugar Cubes
Sugar Cube	La Fée Noir Punch	236	White Sugar Cubes
Sugar Cube	Lust For Life Punch	237	Demerara Sugar Cubes
Sugar Cube	Mother’s Ruin Punch	237	White Sugar Cubes
Sugar Cube	Nuts And Sherry Punch	238	White Sugar Cubes
Sugar Cube	P-Five Punch	238	White Sugar Cubes
Sugar Cube	Pisco Punch	239	White Sugar Cubes
Sugar Cube	Porfirian Punch	239	White Sugar Cubes
Sugar Cube	Rugby Punch	241	White Sugar Cubes
Sugar Cube	Valley Of Kings Punch	241	White Sugar Cubes
Suze	Eagle-Eye Cherry	176	Suze Saveur D’autrefois Liqueur
Suze	Terrible Love	195	Suze Saveur D’autrefois Liqueur
Suze	Derby Girl	229	Suze Saveur D’autrefois Liqueur
Suze	Melancholy Summer	231	Suze Saveur D’autrefois Liqueur
Suze	White Negroni	259	Suze Saveur D’autrefois Liqueur
Swedish Punsch	The Commandant	155	Kronan Swedish Punsch
Swedish Punsch	Mrs. Doyle	201	Kronan Swedish Punsch
Syrup (Agave Nectar)	Margarita	145	Agave Nectar
Syrup (Agave Nectar)	El Compañero	183	Agave Nectar
Syrup (Agave Nectar)	Flor De Jalisco	183	Agave Nectar
Syrup (Agave Nectar)	Tommy And The Ron-Dels	188	Agave Nectar
Syrup (Agave Nectar)	Imaginary Grace	192	Agave Nectar
Syrup (Agave Nectar)	Nitty-Gritty	192	Agave Nectar
Syrup (Agave Nectar)	Oaxaca Old-Fashioned	273	Agave Nectar
Syrup (Agave)	Dos Besitos	182	Agave Syrup
Syrup (Apple)	Don’t Sit Under The Apple	210	Braeburn Apple Syrup
Syrup (Banana)	Banana Cognac	210	Banana Syrup
Syrup (Blueberry)	Bloodhound Punch	233	Blueberry Syrup
Syrup (Cane Sugar)	Bamboo	140	Cane Sugar Syrup
Syrup (Cane Sugar)	Champs-Élysées	141	Cane Sugar Syrup
Syrup (Cane Sugar)	Daiquiri	141	Cane Sugar Syrup
Syrup (Cane Sugar)	French 75	143	Cane Sugar Syrup
Syrup (Cane Sugar)	French 95	143	Cane Sugar Syrup
Syrup (Cane Sugar)	Mexican Firing Squad	145	Cane Sugar Syrup
Syrup (Cane Sugar)	Sidecar	151	Cane Sugar Syrup
Syrup (Cane Sugar)	South Side	151	Cane Sugar Syrup
Syrup (Cane Sugar)	Ti Punch	152	Cane Sugar Syrup
Syrup (Cane Sugar)	Petticoat	159	Cane Sugar Syrup
Syrup (Cane Sugar)	Queen Palm	159	Cane Sugar Syrup
Syrup (Cane Sugar)	Waterloo Sunset	161	Cane Sugar Syrup
Syrup (Cane Sugar)	Botany Of Desire	162	Cane Sugar Syrup
Syrup (Cane Sugar)	Howlin’ At The Moon	163	Cane Sugar Syrup
Syrup (Cane Sugar)	Wooden Ship	169	Cane Sugar Syrup
Syrup (Cane Sugar)	Caribbean Shrub	170	Cane Sugar Syrup
Syrup (Cane Sugar)	Flor De Jerez	171	Cane Sugar Syrup
Syrup (Cane Sugar)	Kerala	172	Cane Sugar Syrup
Syrup (Cane Sugar)	Pelée’s Blood	173	Cane Sugar Syrup
Syrup (Cane Sugar)	Angie’s Secret	175	Cane Sugar Syrup
Syrup (Cane Sugar)	Hadley’s Tears	178	Cane Sugar Syrup
Syrup (Cane Sugar)	Hispaniola	178	Cane Sugar Syrup
Syrup (Cane Sugar)	Piña Colada Deconstruction	179	Cane Sugar Syrup
Syrup (Cane Sugar)	Cinnamon Girl	182	Cane Sugar Syrup
Syrup (Cane Sugar)	Espadin Queen	183	Cane Sugar Syrup
Syrup (Cane Sugar)	Single Origin	187	Cane Sugar Syrup
Syrup (Cane Sugar)	Southern Exposure	188	Cane Sugar Syrup
Syrup (Cane Sugar)	Hot Lips	192	Cane Sugar Syrup
Syrup (Cane Sugar)	Banks Of Islay	197	Cane Sugar Syrup
Syrup (Cane Sugar)	Honshu Punch	200	Cane Sugar Syrup
Syrup (Cane Sugar)	Paddy Melt	201	Cane Sugar Syrup
Syrup (Cane Sugar)	Little Miss Annabelle	213	Cane Sugar Syrup
Syrup (Cane Sugar)	Stick The Landing	215	Cane Sugar Syrup
Syrup (Cane Sugar)	Fair Lady	222	Cane Sugar Syrup
Syrup (Cane Sugar)	Fancy Holland Royale	223	Cane Sugar Syrup
Syrup (Cane Sugar)	Run For The Roses	227	Cane Sugar Syrup
Syrup (Cane Sugar)	Fair Fault	230	Cane Sugar Syrup
Syrup (Cane Sugar)	Shoots And Ladders	231	Cane Sugar Syrup
Syrup (Cane Sugar)	Stringer Bell	231	Cane Sugar Syrup
Syrup (Cane Sugar)	Evil Dead Punch	234	Cane Sugar Syrup
Syrup (Cane Sugar)	Pic-A-De-Crop Punch	239	Cane Sugar Syrup
Syrup (Cane Sugar)	Razzle-Dazzle Punch	241	Cane Sugar Syrup
Syrup (Cane Sugar)	6th Street Swizzle	248	Cane Sugar Syrup
Syrup (Cane Sugar)	Dolly Dagger	249	Cane Sugar Syrup
Syrup (Cane Sugar)	Jalisco Swizzle	250	Cane Sugar Syrup
Syrup (Cane Sugar)	Myra Breckinridge	250	Cane Sugar Syrup
Syrup (Cane Sugar)	Over And Out	254	Cane Sugar Syrup
Syrup (Cane Sugar)	Creole Saz	255	Cane Sugar Syrup
Syrup (Cane Sugar)	Enemy Lines	256	Cane Sugar Syrup
Syrup (Cane Sugar)	Guns And Rosé	256	Cane Sugar Syrup
Syrup (Cane Sugar)	Latin Quarter	257	Cane Sugar Syrup
Syrup (Cane Sugar)	Angus Story Daiquiri	260	Cane Sugar Syrup
Syrup (Cane Sugar)	D.W.B.	261	Cane Sugar Syrup
Syrup (Cane Sugar)	Take Two	263	Cane Sugar Syrup
Syrup (Cane Sugar)	Eryn’s Daiquiri	264	Cane Sugar Syrup
Syrup (Cane Sugar)	Jillian’s Daiquiri	264	Cane Sugar Syrup
Syrup (Cane Sugar)	Phil’s Daiquiri	265	Cane Sugar Syrup
Syrup (Cane Sugar)	Thomas’s Daiquiri	265	Cane Sugar Syrup
Syrup (Cane Sugar)	Orkney Chapel	268	Cane Sugar Syrup
Syrup (Cane Sugar)	Stolen Huffy	269	Cane Sugar Syrup
Syrup (Cane Sugar)	Death From Above	270	Cane Sugar Syrup
Syrup (Cane Sugar)	Headstone	272	Cane Sugar Syrup
Syrup (Cane Sugar)	La Conferencia	272	Cane Sugar Syrup
Syrup (Cinnamon)	Cobra’s Fang	141	Cinnamon Bark Syrup
Syrup (Cinnamon)	Anjou Mama	154	Cinnamon Bark Syrup
Syrup (Cinnamon)	Pretty Bird	159	Cinnamon Bark Syrup
Syrup (Cinnamon)	Sentimental Journey	169	Cinnamon Bark Syrup
Syrup (Cinnamon)	The Great Pretender	172	Cinnamon Bark Syrup
Syrup (Cinnamon)	Seersucker	174	Cinnamon Bark Syrup
Syrup (Cinnamon)	Sling Of Aphrodite	174	Cinnamon Bark Syrup
Syrup (Cinnamon)	Cinnamon Girl	182	Cinnamon Bark Syrup
Syrup (Cinnamon)	Gilda Cocktail	183	Cinnamon Bark Syrup
Syrup (Cinnamon)	Smoked Horchata	187	Cinnamon Bark Syrup
Syrup (Cinnamon)	Alta California	190	Cinnamon Bark Syrup
Syrup (Cinnamon)	Dale Cooper	190	Cinnamon Bark Syrup
Syrup (Cinnamon)	Blazing Saddles	197	Cinnamon Bark Syrup
Syrup (Cinnamon)	Blown Rose	198	Cinnamon Bark Syrup
Syrup (Cinnamon)	Grouse Rampant	200	Cinnamon Bark Syrup
Syrup (Cinnamon)	Warehouse C	203	Cinnamon Bark Syrup
Syrup (Cinnamon)	Four In Hand	206	Cinnamon Bark Syrup
Syrup (Cinnamon)	Ginger Snap	210	Cinnamon Bark Syrup
Syrup (Cinnamon)	Heart-Shaped Box	211	Cinnamon Bark Syrup
Syrup (Cinnamon)	Susie Q	227	Cinnamon Bark Syrup
Syrup (Cinnamon)	Dj Flamethrower	249	Cinnamon Bark Syrup
Syrup (Cinnamon)	Snake Hips Swizzle	251	Cinnamon Bark Syrup
Syrup (Cinnamon)	Autumn Daiquiri	260	Cinnamon Bark Syrup
Syrup (Cinnamon)	Boukman Daiquiri	261	Cinnamon Bark Syrup
Syrup (Cinnamon)	Linbaba Daiquiri	262	Cinnamon Bark Syrup
Syrup (Cinnamon)	Ingénue	267	Cinnamon Bark Syrup
Syrup (Cinnamon)	Red Ant	269	Cinnamon Bark Syrup
Syrup (Cinnamon)	Jekyll And Hyde	272	Cinnamon Bark Syrup
Syrup (Cumin)	Faithful Scotsman	206	Cumin Syrup
Syrup (Demerara)	Mudslide Flip	147	Demerara Syrup
Syrup (Demerara)	Old-Fashioned	147	Demerara Syrup
Syrup (Demerara)	Sazerac	151	Demerara Syrup
Syrup (Demerara)	Toronto	152	Demerara Syrup
Syrup (Demerara)	Cádiz Collins	154	Demerara Syrup
Syrup (Demerara)	Sure Shot	169	Demerara Syrup
Syrup (Demerara)	Arrack Strap	175	Demerara Syrup
Syrup (Demerara)	Bumboo	176	Demerara Syrup
Syrup (Demerara)	Cortado	176	Demerara Syrup
Syrup (Demerara)	Passing Aden	179	Demerara Syrup
Syrup (Demerara)	Buffalo Soldier	204	Demerara Syrup
Syrup (Demerara)	Legend	217	Demerara Syrup
Syrup (Demerara)	Iron Chancellor	223	Espresso-Infused Demerara Syrup
Syrup (Demerara)	Café Sandinista	229	Demerara Syrup
Syrup (Demerara)	Lights Out Punch	237	Demerara Syrup
Syrup (Demerara)	Double-Barrel Julep	242	Demerara Syrup
Syrup (Demerara)	Just Another Julep	243	Demerara Syrup
Syrup (Demerara)	Racketeer Julep	244	Demerara Syrup
Syrup (Demerara)	Zihuatanejo Julep	244	Demerara Syrup
Syrup (Demerara)	Jack Sparrow Flip	245	Demerara Syrup
Syrup (Demerara)	Le Gigot Flip	246	Demerara Syrup
Syrup (Demerara)	Saturday Morning Flip	247	Espresso-Infused Demerara Syrup
Syrup (Demerara)	Alembic	255	Demerara Syrup
Syrup (Demerara)	Devil Inside	256	Demerara Syrup
Syrup (Demerara)	Saz Who?	257	Demerara Syrup
Syrup (Demerara)	Autumn Daiquiri	260	Demerara Syrup
Syrup (Demerara)	Benjamin Barker Daiquiri	261	Demerara Syrup
Syrup (Demerara)	Joaquín’s Daiquiri	265	Demerara Syrup
Syrup (Demerara)	Navigator	268	Demerara Syrup
Syrup (Demerara)	Conference	270	Demerara Syrup
Syrup (Demerara)	Jekyll And Hyde	272	Demerara Syrup
Syrup (Demerara)	North Garden	273	Demerara Syrup
Syrup (Gastrique)	Caribbean Shrub	170	Strawberry-Balsamic Gastrique
Syrup (Gastrique)	Dragon Lily	222	Tarragon And Agave Nectar Gastrique
Syrup (Ginger)	Cobra’s Fang	141	Ginger Syrup
Syrup (Ginger)	Dark And Stormy	142	Ginger Syrup
Syrup (Ginger)	Moscow Mule	147	Ginger Syrup
Syrup (Ginger)	Port Au Prince	149	Ginger Syrup
Syrup (Ginger)	Overhead Smash	158	Ginger Syrup
Syrup (Ginger)	Boo-Ya Cachaça	170	Ginger Syrup
Syrup (Ginger)	Company Buck	170	Ginger Syrup
Syrup (Ginger)	Get Lucky	171	Ginger Syrup
Syrup (Ginger)	Hispaniola	178	Ginger Syrup
Syrup (Ginger)	Dhalgren	182	Ginger Syrup
Syrup (Ginger)	Village To Village	189	Ginger Syrup
Syrup (Ginger)	Deadpan Fix	199	Ginger Syrup
Syrup (Ginger)	Dr. Feelgood	199	Ginger Syrup
Syrup (Ginger)	Monongahela Mule	201	Ginger Syrup
Syrup (Ginger)	Warehouse C	203	Ginger Syrup
Syrup (Ginger)	Whirling Tiger	203	Ginger Syrup
Syrup (Ginger)	Ginger Snap	210	Ginger Syrup
Syrup (Ginger)	The Bittenbender	220	Ginger Syrup
Syrup (Ginger)	Dark ‘N’ Bubbly	221	Curried Ginger Syrup
Syrup (Ginger)	Flaquita	223	Ginger Syrup
Syrup (Ginger)	Susie Q	227	Ginger Syrup
Syrup (Ginger)	Bookhouse Boys Punch	233	Ginger Syrup
Syrup (Ginger)	Evil Dead Punch	234	Ginger Syrup
Syrup (Ginger)	Coffey Park Swizzle	249	Ginger Syrup
Syrup (Ginger)	Dolores Park Swizzle	249	Ginger Syrup
Syrup (Ginger)	Park Life Swizzle	251	Ginger Syrup
Syrup (Ginger)	Linbaba Daiquiri	262	Ginger Syrup
Syrup (Ginger)	Meridian Daiquiri	263	Ginger Syrup
Syrup (Hibiscus)	Dick And Jane	221	Hibiscus Syrup
Syrup (Honey)	Airmail	139	Acacia Honey Syrup
Syrup (Honey)	Bee’s Knees	140	Acacia Honey Syrup
Syrup (Honey)	Brown Derby	140	Acacia Honey Syrup
Syrup (Honey)	Honeysuckle	144	Acacia Honey Syrup
Syrup (Honey)	Pink Lady	148	Acacia Honey Syrup
Syrup (Honey)	Rum Julep	150	Acacia Honey Syrup
Syrup (Honey)	Anjou Mama	154	Acacia Honey Syrup
Syrup (Honey)	Gin Hound	155	Acacia Honey Syrup
Syrup (Honey)	Gypsy Wedding	157	Acacia Honey Syrup
Syrup (Honey)	Tom Bomb	161	Acacia Honey Syrup
Syrup (Honey)	Moon Cocktail	167	Acacia Honey Syrup
Syrup (Honey)	Get Lucky	171	Acacia Honey Syrup
Syrup (Honey)	Pinche Chivo	187	Acacia Honey Syrup
Syrup (Honey)	Village To Village	189	Acacia Honey Syrup
Syrup (Honey)	Castle To Castle	198	Acacia Honey Syrup
Syrup (Honey)	Dangerous Liaisons	198	Acacia Honey Syrup
Syrup (Honey)	Grouse Rampant	200	Acacia Honey Syrup
Syrup (Honey)	Sweep The Leg	202	Acacia Honey Syrup
Syrup (Honey)	Tea In The Sahara	208	Acacia Honey Syrup
Syrup (Honey)	Trembling Bell	209	Acacia Honey Syrup
Syrup (Honey)	Enchanted Orchard	210	Acacia Honey Syrup
Syrup (Honey)	Maggie Smith	213	Acacia Honey Syrup
Syrup (Honey)	Morning Buzz	213	Acacia Honey Syrup
Syrup (Honey)	Peachy Pachacuti	214	Acacia Honey Syrup
Syrup (Honey)	Boomin’ Granny	220	Acacia Honey Syrup
Syrup (Honey)	Cider House Rules	221	Acacia Honey Syrup
Syrup (Honey)	Green Flash	223	Acacia Honey Syrup
Syrup (Honey)	Morfeo	226	Acacia Honey Syrup
Syrup (Honey)	Radio Days	226	Acacia Honey Syrup
Syrup (Honey)	Derby Girl	229	Acacia Honey Syrup
Syrup (Honey)	Melancholy Summer	231	Acacia Honey Syrup
Syrup (Honey)	Bookhouse Boys Punch	233	Acacia Honey Syrup
Syrup (Honey)	Great Northern	254	Acacia Honey Syrup
Syrup (Honey)	Tiki-Tiki Tom-Tom	273	Acacia Honey Syrup
Syrup (Maple)	Patois Punch	173	Maple Syrup
Syrup (Maple)	Almond Brother	181	Maple Syrup
Syrup (Maple)	Doc’s Dram	199	Maple Syrup
Syrup (Maple)	Little Engine	201	Maple Syrup
Syrup (Maple)	Sweet And Vicious	208	Maple Syrup
Syrup (Maple)	Les Verts Monts	217	Maple Syrup
Syrup (Maple)	Doc Daneeka Royale	222	Grade B Maple Syrup
Syrup (Maple)	Maple Julep	243	Maple Syrup
Syrup (Maple)	Smoked Julep	244	Maple Syrup
Syrup (Maple)	Pit Stop Flip	246	Maple Syrup
Syrup (Maple)	Sleepy Hollow Fizz	247	Maple Syrup
Syrup (Maple)	Snake Hips Swizzle	251	Maple Syrup
Syrup (Maple)	Sunset At Gowanus	263	Grade B Maple Syrup
Syrup (Maple)	Tea Time At Guillermo’s	273	Maple Syrup
Syrup (Orgeat)	Flamenco	142	Orgeat
Syrup (Orgeat)	Mai Tai	144	Orgeat
Syrup (Orgeat)	Anjou Mama	154	Orgeat
Syrup (Orgeat)	City Of Gold Sling	155	Orgeat
Syrup (Orgeat)	Good Humor	157	Orgeat
Syrup (Orgeat)	Overhead Smash	158	Orgeat
Syrup (Orgeat)	Pink Flag	159	Orgeat
Syrup (Orgeat)	Sunset Gun	161	Orgeat
Syrup (Orgeat)	Tenement Yard	161	Orgeat
Syrup (Orgeat)	Tom Bomb	161	Orgeat
Syrup (Orgeat)	The Monroe	166	Orgeat
Syrup (Orgeat)	Get Lucky	171	Orgeat
Syrup (Orgeat)	Koko B. Ware	173	Orgeat
Syrup (Orgeat)	Almond Brother	181	Orgeat
Syrup (Orgeat)	Chingon	182	Orgeat
Syrup (Orgeat)	Crane Kick	198	Orgeat
Syrup (Orgeat)	Dr. Feelgood	199	Orgeat
Syrup (Orgeat)	Eye Of The Torino	200	Orgeat
Syrup (Orgeat)	Fix Me Up	200	Orgeat
Syrup (Orgeat)	Sweep The Leg	202	Orgeat
Syrup (Orgeat)	Warehouse C	203	Orgeat
Syrup (Orgeat)	Banana Cognac	210	Orgeat
Syrup (Orgeat)	Maggie Smith	213	Orgeat
Syrup (Orgeat)	Morning Buzz	213	Orgeat
Syrup (Orgeat)	P-Five Punch	238	Orgeat
Syrup (Orgeat)	Pearls Before Swine	246	Orgeat
Syrup (Orgeat)	Linbaba Daiquiri	262	Orgeat
Syrup (Passion Fruit)	Cobra’s Fang	141	Passion Fruit Syrup
Syrup (Passion Fruit)	Golden Beautiful	184	Passion Fruit Syrup
Syrup (Rich)	Ravi’s Daiquiri	264	Rich Simple Syrup (2 Parts Sugar To 1 Part Water)
Syrup (Scarlet Glow Tea)	Kew Gardens Cooler	157	Scarlet Glow Syrup
Syrup (Simple)	Aviation	139	Simple Syrup
Syrup (Simple)	Caipirinha	141	Simple Syrup
Syrup (Simple)	Fitzgerald	142	Simple Syrup
Syrup (Simple)	Gin Fizz	143	Simple Syrup
Syrup (Simple)	Gin Rickey	143	Simple Syrup
Syrup (Simple)	Mint Julep	147	Simple Syrup
Syrup (Simple)	Mojito	147	Simple Syrup
Syrup (Simple)	Paloma	148	Simple Syrup
Syrup (Simple)	Pisco Sour	149	Simple Syrup
Syrup (Simple)	Queen’s Park Swizzle	150	Simple Syrup
Syrup (Simple)	Ramos Gin Fizz	150	Simple Syrup
Syrup (Simple)	Stinger	152	Simple Syrup
Syrup (Simple)	Tom Collins	152	Simple Syrup
Syrup (Simple)	Ward 8	153	Simple Syrup
Syrup (Simple)	Whiskey Sour	153	Simple Syrup
Syrup (Simple)	Bella Luna	154	Simple Syrup
Syrup (Simple)	Frisco Club	155	Simple Syrup
Syrup (Simple)	Gypsy Eyes	157	Simple Syrup
Syrup (Simple)	Mortal Enemy	158	Simple Syrup
Syrup (Simple)	Pink Elephant	159	Simple Syrup
Syrup (Simple)	Ramble	160	Simple Syrup
Syrup (Simple)	Rigadoon	160	Simple Syrup
Syrup (Simple)	The Risk Pool	160	Simple Syrup
Syrup (Simple)	Mainland	166	Simple Syrup
Syrup (Simple)	Night Watch	167	Simple Syrup
Syrup (Simple)	Summer Shack	169	Simple Syrup
Syrup (Simple)	The Gift Shop	172	Simple Syrup
Syrup (Simple)	The Green Mile	172	Simple Syrup
Syrup (Simple)	Aka Cobbler	181	Simple Syrup
Syrup (Simple)	Cinder	182	Simple Syrup
Syrup (Simple)	Fresa Brava	183	Simple Syrup
Syrup (Simple)	In-Sandiary	184	Simple Syrup
Syrup (Simple)	La Valentina	184	Simple Syrup
Syrup (Simple)	Short Rib	187	Simple Syrup
Syrup (Simple)	Silver Monk	187	Simple Syrup
Syrup (Simple)	Spicy Paloma	188	Simple Syrup
Syrup (Simple)	St. Matilda	188	Simple Syrup
Syrup (Simple)	202 Steps	197	Simple Syrup
Syrup (Simple)	Double Fill-Up	199	Simple Syrup
Syrup (Simple)	Mrs. Doyle	201	Simple Syrup
Syrup (Simple)	Scotch Lady	202	Simple Syrup
Syrup (Simple)	Straw Dog	202	Simple Syrup
Syrup (Simple)	Swearengen Sling	202	Simple Syrup
Syrup (Simple)	Vampire Blues	203	Simple Syrup
Syrup (Simple)	Vejk Sling	203	Simple Syrup
Syrup (Simple)	Hoi Polloi	211	Simple Syrup
Syrup (Simple)	Joker’s Wild	211	Simple Syrup
Syrup (Simple)	Little Birdy	213	Simple Syrup
Syrup (Simple)	Mucho Picchu	213	Simple Syrup
Syrup (Simple)	Sloe Scobeyville Sling	214	Simple Syrup
Syrup (Simple)	Solera Sidecar	215	Simple Syrup
Syrup (Simple)	Black Magic	216	Simple Syrup
Syrup (Simple)	Bitter French	220	Simple Syrup
Syrup (Simple)	Lily’s Cartel	224	Simple Syrup
Syrup (Simple)	Miss Behavin’	226	Simple Syrup
Syrup (Simple)	North By Northwest	226	Simple Syrup
Syrup (Simple)	Have At It	230	Simple Syrup
Syrup (Simple)	Chamomile Julep	242	Simple Syrup
Syrup (Simple)	Not-Quite-Georgia Julep	244	Simple Syrup
Syrup (Simple)	Celine Fizz	245	Simple Syrup
Syrup (Simple)	Chinese Fizz	245	Simple Syrup
Syrup (Simple)	Jelly Roll Morton	246	Simple Syrup
Syrup (Simple)	Cirque Swizzle	248	Simple Syrup
Syrup (Simple)	Hyde Park Swizzle	250	Simple Syrup
Syrup (Simple)	Sangria Swizzle	251	Simple Syrup
Syrup (Simple)	Black Market Sling	252	Simple Syrup
Syrup (Simple)	Electric Kool-Aid Acid Test	252	Simple Syrup
Syrup (Simple)	Slap ‘N’ Pickle	254	Simple Syrup
Syrup (Simple)	Bay City Roller	255	Simple Syrup
Syrup (Simple)	Arrackuiri	260	Simple Syrup
Syrup (Simple)	Granny’s Daiquiri	261	Simple Syrup
Syrup (Simple)	Jovencourt Daiquiri	262	Simple Syrup
Syrup (Simple)	La Bomba Daiquiri	262	Simple Syrup
Syrup (Simple)	Mosquito Coast	263	Simple Syrup
Syrup (Simple)	Alex’s Daiquiri	265	Simple Syrup
Syrup (Simple)	Brian’s Daiquiri	265	Simple Syrup
Syrup (Simple)	Dave’s Daiquiri	265	Simple Syrup
Syrup (Simple)	St. James Infirmary	269	Simple Syrup
Syrup (Vanilla)	Good Humor	157	Vanilla Syrup
Syrup (Vanilla)	Jesper Lind	165	Vanilla Syrup
Syrup (Vanilla)	Julius Orange	172	Vanilla Syrup
Syrup (Vanilla)	The Great Pretender	172	Vanilla Syrup
Syrup (Vanilla)	Koko B. Ware	173	Vanilla Syrup
Syrup (Vanilla)	Amityville	175	Vanilla Syrup
Syrup (Vanilla)	Bumboo	176	Vanilla Syrup
Syrup (Vanilla)	Golden Beautiful	184	Vanilla Syrup
Syrup (Vanilla)	Head Spin	184	Vanilla Syrup
Syrup (Vanilla)	Hot Lips	192	Vanilla Syrup
Syrup (Vanilla)	Perfect Crime	193	Vanilla Syrup
Syrup (Vanilla)	Blue Run Sling	198	Vanilla Syrup
Syrup (Vanilla)	Eye Of The Torino	200	Vanilla Syrup
Syrup (Vanilla)	Four In Hand	206	Vanilla Syrup
Syrup (Vanilla)	Joker’s Wild	211	Vanilla Syrup
Syrup (Vanilla)	Pillow Talk	226	Vanilla Syrup
Syrup (Vanilla)	Susie Q	227	Vanilla Syrup
Syrup (Vanilla)	Racketeer Julep	244	Vanilla Syrup
Syrup (Vanilla)	Cirque Swizzle	248	Vanilla Syrup
Syrup (Vanilla)	Dolly Dagger	249	Vanilla Syrup
Syrup (Vanilla)	Robert Johnson Swizzle	251	Vanilla Syrup
Syrup (Vanilla)	Navigator	268	Vanilla Syrup
Tequila (Anejo)	Coralillo	190	El Tesoro Añejo Tequila
Tequila (Anejo)	Last Train To Oaxaca	192	Pueblo Viejo Añejo Tequila
Tequila (Anejo)	Prima China	193	Siembra Azul Añejo Tequila
Tequila (Anejo)	Te Amo	195	El Tesoro Añejo Tequila
Tequila (Anejo)	Dolores Park Swizzle	249	El Tesoro Añejo Tequila
Tequila (Blanco)	Margarita	145	Siembra Azul Blanco Tequila
Tequila (Blanco)	Mexican Firing Squad	145	Tapatio 110 Blanco Tequila
Tequila (Blanco)	Paloma	148	El Tesoro Platinum Tequila
Tequila (Blanco)	Mexi-Gin Martini	166	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Aka Cobbler	181	Siembra Azul Blanco Tequila
Tequila (Blanco)	Aka Cobbler	181	Jalapeño–Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Cinder	182	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Dhalgren	182	Siembra Azul Blanco Tequila
Tequila (Blanco)	Dos Besitos	182	Siete Leguas Blanco Tequila
Tequila (Blanco)	El Compañero	183	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Flor De Jalisco	183	Siembra Azul Blanco Tequila
Tequila (Blanco)	Fresa Brava	183	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Gilda Cocktail	183	Siembra Azul Blanco Tequila
Tequila (Blanco)	Glandula Del Mono	184	Siembra Azul Blanco Tequila
Tequila (Blanco)	Head Spin	184	Cabeza Blanco Tequila
Tequila (Blanco)	In-Sandiary	184	Siembra Azul Blanco Tequila
Tequila (Blanco)	La Valentina	184	Don Julio Blanco Tequila
Tequila (Blanco)	Pinche Chivo	187	Cabrito Blanco Tequila
Tequila (Blanco)	Short Rib	187	Jalapeño-Infused Siembra Azul Blanco Tequila
Tequila (Blanco)	Silver Monk	187	Siembra Azul Blanco Tequila
Tequila (Blanco)	Single Origin	187	Cacao Nib–Infused Cabeza Blanco Tequila
